employee_id,age,gender,department,position,education,years_at_company,monthly_income,performance_rating,job_satisfaction,work_life_balance,distance_from_home,overtime,promotion_last_5years,training_times_last_year,attrition
236,40,Female,HR,Director,High School,1.8230181972651986,43389.377009560914,3,4,3,10.28708970713578,No,0,2,0
237,18,Female,Finance,Manager,Master,1.6082274102123115,88094.43028896696,4,3,2,3.217598567259863,No,0,3,0
238,36,Male,Marketing,Senior,Bachelor,3.933476928466435,105764.01072173016,1,2,2,7.075379987338316,Yes,0,3,0
239,29,Male,R&D,Mid-Level,Master,0.4363102919383105,79466.38702532282,3,4,2,15.431488584186967,No,0,5,0
240,41,Male,Operations,Director,Master,0.6605907678919241,85877.10994915685,4,4,3,21.34721919330805,No,0,3,0
241,28,Male,HR,Lead,Master,0.5972493730664719,123857.43095063278,4,1,2,18.244721848531945,Yes,0,2,0
242,34,Female,Sales,Junior,Bachelor,0.913347920946584,106116.31953838252,4,4,4,8.727063230830645,Yes,0,6,0
243,39,Male,HR,Manager,PhD,2.2349539875926356,75773.13544456247,3,3,3,2.8610507035778756,No,0,5,0
244,41,Male,Engineering,Lead,Bachelor,0.35367864733445126,64221.32792045156,4,3,3,10.824438548897872,No,0,4,0
245,25,Female,Engineering,Director,Master,6.078710159720538,102376.47166203464,3,3,2,12.375469812484008,No,0,3,0
246,32,Male,Finance,Director,Bachelor,1.058738366219596,95732.09783564718,4,3,1,0.10749560166482189,No,0,3,0
247,31,Male,Finance,Senior,High School,0.5321381234496599,85464.41706650206,2,4,2,5.784096861832575,No,0,1,0
248,29,Male,Marketing,Director,PhD,3.377530944496804,66824.6578501628,4,3,2,18.531799306295678,No,0,2,0
249,49,Female,R&D,Manager,Bachelor,0.11649162570982802,73090.25909332916,3,4,2,6.725362452151995,No,1,5,0
250,38,Male,Operations,Lead,High School,2.9025039170033726,71312.0108845486,4,1,4,3.7305906528540906,Yes,1,2,0
251,24,Female,HR,Manager,PhD,3.5939565983485444,67240.78041046762,4,5,2,20.541463479436153,No,0,5,0
252,42,Male,Engineering,Mid-Level,High School,0.7258957122259002,59971.296585100434,4,4,1,1.6946144073799307,No,1,5,1
253,51,Male,Finance,Mid-Level,PhD,0.12861000026953795,81629.96589870755,3,4,1,2.312327211280238,Yes,0,2,1
254,43,Female,Operations,Junior,Bachelor,1.355997777863439,58842.117605766405,4,3,2,11.627424673844233,Yes,0,5,0
255,22,Female,HR,Junior,High School,0.3113993035821441,79434.47927286169,5,3,4,4.345375582966027,Yes,1,5,0
256,31,Female,Finance,Mid-Level,Master,0.37151674927666245,30000.0,4,2,2,12.483317260364515,No,0,2,0
257,45,Female,Finance,Director,High School,0.8801397489117868,60003.145784979606,2,5,2,1.7162333292150556,No,1,4,0
258,29,Female,Engineering,Manager,PhD,1.0506642582187289,102458.23001735119,3,3,3,2.907121111872559,No,0,1,1
259,38,Male,Engineering,Mid-Level,Bachelor,2.2648784461778284,52489.269363387764,5,4,2,1.7037011468465681,Yes,0,3,0
260,41,Male,Finance,Junior,PhD,3.403264531052336,89802.54902607857,4,4,2,30.557012735619598,Yes,0,6,0
261,27,Female,Sales,Mid-Level,High School,2.695138359019984,54567.90624917307,4,3,1,5.198730298108685,No,0,4,0
262,34,Male,Finance,Director,High School,0.48177531811314606,94394.6414198305,5,4,2,4.113120329729848,No,0,2,0
263,18,Female,Operations,Mid-Level,Master,0.5665381017706718,67572.27632003647,4,4,1,0.14303971942674146,Yes,0,6,0
264,26,Female,Finance,Manager,Bachelor,6.3301785688413315,66583.83489086786,4,4,1,1.66547715829646,No,1,5,0
265,32,Male,Marketing,Lead,Bachelor,2.4517284229714114,76358.78696367542,3,3,3,5.466874683929247,No,0,4,0
266,25,Male,R&D,Director,High School,6.119228203057423,41414.32582195761,3,3,1,0.7096208687509407,Yes,0,7,0
267,48,Female,Marketing,Junior,Bachelor,1.3934797721441157,99302.27046891152,4,2,3,7.148598630433586,No,0,5,0
268,23,Male,Marketing,Manager,Master,2.858864206553556,107585.83603789343,3,4,3,6.069978121778253,Yes,1,4,0
269,31,Female,Sales,Mid-Level,PhD,2.2248916965168553,65999.21257512606,3,4,3,14.57438718297607,No,0,3,0
270,36,Male,Sales,Mid-Level,Bachelor,1.1531229758476176,88105.10427253867,3,3,2,10.78229539675996,No,0,2,0
271,46,Female,Finance,Lead,High School,1.9041558293232599,94472.76700530143,3,5,1,5.904954800082977,No,1,3,1
272,23,Male,Marketing,Junior,PhD,2.0944241535459356,72718.56119170929,4,1,3,2.5445453912197546,No,0,3,0
273,44,Female,Sales,Junior,PhD,0.6723232033057424,47293.82118205337,4,4,3,12.977838504581706,No,0,3,0
274,35,Male,Engineering,Senior,Master,1.1350547489711036,114852.05329879612,4,5,3,12.305293397435515,No,1,3,0
275,27,Male,Finance,Junior,High School,4.702150440332656,65186.95737678003,3,4,1,1.6640430369837078,Yes,1,0,0
276,38,Male,Operations,Lead,Bachelor,7.42326208063761,59771.63076965475,5,4,4,24.621886460452004,No,0,6,0
277,36,Female,R&D,Senior,High School,1.337896276609721,115969.79828334815,1,3,1,0.6657271245192373,Yes,0,3,0
278,30,Female,HR,Senior,PhD,1.100055851339104,90251.46918890509,4,2,2,0.566102558747396,No,1,4,0
279,35,Male,Finance,Mid-Level,High School,0.651473869489798,81435.75190145033,5,4,2,2.074552803842649,Yes,0,0,0
280,31,Male,HR,Mid-Level,Bachelor,3.404190799430099,50730.983414936236,3,3,1,24.01972351335804,No,1,1,0
281,35,Male,Marketing,Junior,Bachelor,1.1706938601973909,95070.10145533051,4,2,2,7.339652668314248,Yes,0,2,0
282,40,Female,R&D,Senior,Master,13.206575154429437,147412.96513799363,5,4,3,15.508903670618626,No,0,1,0
283,47,Female,HR,Mid-Level,Bachelor,1.182172873983541,97012.69159696349,3,3,3,2.5856762533106132,No,0,4,0
284,25,Male,Marketing,Lead,Bachelor,1.5032994532738195,87402.21240731412,4,5,3,6.737798924292103,No,1,2,0
285,52,Male,Engineering,Mid-Level,High School,2.7739834706144855,93027.3199121524,4,4,2,4.436179548870079,No,1,4,0
286,19,Male,HR,Director,High School,4.853685117862642,66797.11667078643,3,4,3,17.592648277704964,No,0,4,0
287,33,Male,R&D,Director,PhD,1.9019115179624668,66558.73176017129,4,4,1,0.22863836165019027,No,1,2,0
288,39,Male,Finance,Mid-Level,Master,1.6479511844183796,66238.86289409458,4,4,2,2.7950589529230294,Yes,0,5,0
289,37,Female,Marketing,Senior,High School,16.30435938930431,60626.25111532808,4,4,1,1.65552023860702,No,0,5,0
290,30,Male,Finance,Senior,Bachelor,0.03164726287072709,66188.87835559956,3,4,2,19.603369882994944,No,1,1,0
291,33,Female,R&D,Manager,PhD,6.763250762414458,66072.32019377704,2,3,2,6.302547316319968,No,1,5,0
292,31,Male,Sales,Director,High School,0.4845259409789263,68882.88727914671,4,4,2,5.178838812514311,Yes,1,2,0
293,30,Male,Marketing,Lead,Master,4.6242904449431474,68183.0492104975,2,4,3,5.968970101417654,No,1,1,0
294,41,Female,HR,Senior,Master,2.88646657115177,81075.29642524252,4,3,4,35.72859775006974,No,0,5,0
295,37,Female,Marketing,Junior,PhD,1.2549548570298286,76969.82545519614,4,1,2,18.98904204565738,No,0,6,1
296,29,Female,Finance,Director,PhD,6.211444342951483,79184.06133779258,4,4,4,12.254306249902378,No,1,1,0
297,42,Male,Engineering,Lead,PhD,0.03897375007673416,113057.43908361206,4,1,3,3.4316512704058626,Yes,0,5,1
298,37,Male,Marketing,Lead,PhD,0.771228357255032,76918.35596791278,3,5,3,1.805307606491027,No,0,3,0
299,41,Female,HR,Senior,PhD,2.510309993712366,130272.27482001952,3,5,3,25.43811521284866,No,0,0,0
300,40,Male,Sales,Lead,Bachelor,1.299475329578444,83817.2384955653,3,2,1,5.500439097694545,No,0,1,1
301,28,Male,Operations,Senior,Bachelor,2.8277308359760593,63818.510227929066,4,4,3,3.2677750204987364,Yes,1,5,0
302,30,Male,Engineering,Mid-Level,High School,0.07321680607718342,108739.58097617498,4,1,3,6.366171918154466,Yes,0,2,1
303,40,Male,Sales,Director,Master,0.3714525098377579,73011.81830729503,4,4,4,24.99177063357977,No,1,3,0
304,39,Female,Marketing,Manager,Bachelor,0.4077899100586302,30000.0,4,3,3,4.895001588491849,Yes,0,3,0
305,34,Male,Finance,Mid-Level,Bachelor,0.6295111031942204,74899.9214541204,5,4,3,8.270009045518695,No,0,4,0
306,35,Male,R&D,Director,Bachelor,1.8448464978363148,68770.60405140105,3,3,3,16.243805045106992,No,0,3,0
307,45,Male,Finance,Senior,High School,4.18453685187197,115163.68465720837,2,2,2,5.571008822979826,No,0,4,0
308,30,Male,HR,Director,PhD,7.078699537001604,52560.832874990825,3,3,2,2.659751182648761,Yes,0,3,0
309,39,Male,Finance,Senior,High School,5.412210350884027,66683.62954804319,4,2,2,52.07699703587643,No,0,7,0
310,33,Male,Engineering,Mid-Level,Master,0.6577828144220388,106690.98440151146,3,4,2,31.366245759450596,No,0,3,0
311,33,Male,Finance,Junior,Master,1.745625498919145,84860.2133181045,4,1,2,18.54566173230261,No,0,3,1
312,43,Female,HR,Junior,Master,0.6672249565860313,70713.57937567166,4,3,3,11.659511411109378,No,0,1,1
313,41,Male,Operations,Director,Master,0.9214992632141165,56087.85833817415,5,4,3,3.493668958487522,No,0,3,0
314,41,Male,Marketing,Junior,Bachelor,2.100799276127277,83793.64317187577,5,4,4,24.46604876007494,No,0,2,0
315,45,Female,R&D,Senior,Bachelor,0.21161835136873225,74267.47141954328,2,4,3,3.223517399097399,No,0,5,0
316,35,Female,Marketing,Lead,High School,0.7383704734727179,55804.26836982006,4,5,3,16.134935990079292,No,1,6,0
317,40,Male,Finance,Senior,PhD,8.2176085951852,57103.836466803376,4,2,4,25.041893878515992,No,0,4,0
318,32,Male,Sales,Lead,Master,1.8827317207581447,54638.19713887294,3,2,3,9.238286719687176,No,1,4,0
319,37,Male,Marketing,Mid-Level,High School,1.7684515532049054,50186.10965590301,3,4,3,16.24836960975901,No,1,2,0
320,33,Female,Operations,Manager,Bachelor,0.04402289260017166,98350.84399930839,4,4,2,15.687524033959487,Yes,0,3,0
321,35,Female,Finance,Lead,Bachelor,0.8526631941972934,94984.83396551094,3,5,2,2.146271082852526,No,1,5,0
322,39,Female,R&D,Junior,PhD,6.036300665762704,98391.86140964483,4,1,2,11.023928467689661,No,0,2,0
323,28,Male,HR,Senior,PhD,0.5396359710458373,75112.48871921311,4,3,3,0.9812887920253124,Yes,1,3,0
324,51,Female,Operations,Mid-Level,PhD,1.6090710792426623,68934.2803049961,2,2,3,7.08972021748128,No,1,3,0
325,26,Male,Finance,Junior,High School,0.04330375510447311,69390.44725271659,4,4,2,1.7701830171145456,Yes,0,3,0
326,25,Male,Operations,Mid-Level,Bachelor,1.9521917487083729,100527.53932265271,3,4,2,5.384529321438895,No,0,4,0
327,44,Male,Marketing,Manager,Bachelor,0.06373558847769531,30000.0,4,2,4,17.89654135190496,No,0,3,0
328,41,Female,R&D,Senior,PhD,5.137894882997919,62137.84741606444,3,3,3,43.558007302899064,No,0,0,0
329,39,Male,HR,Director,Master,5.226402118891578,52816.35931238957,4,4,2,3.8266672501328776,No,0,3,0
330,40,Female,Finance,Senior,PhD,4.649860950716466,108997.18866471021,3,4,3,7.591923268248254,No,0,2,0
331,34,Male,Engineering,Manager,High School,0.9995620028190617,63063.56191382204,3,1,3,7.160024320919128,No,0,6,1
332,27,Male,HR,Senior,PhD,5.446384394117397,34100.27911400564,3,4,4,30.8788067334035,No,0,1,0
333,35,Male,Engineering,Director,PhD,2.349203405680107,80585.59105616974,3,4,2,6.512065781857287,No,1,2,0
334,29,Male,Operations,Lead,High School,1.4042952584945274,65747.14512765215,3,4,1,12.00997918356058,No,1,2,0
335,42,Female,Sales,Mid-Level,PhD,2.9451285986670497,61076.77980787595,4,4,2,25.483479568742556,No,0,1,0
336,33,Male,HR,Director,Bachelor,0.037253487437063706,58499.201081854306,4,2,2,4.674126839042746,Yes,0,4,0
337,28,Female,Operations,Junior,Master,0.46281513305634503,57512.88052097983,2,2,3,23.240359079084758,No,0,5,0
338,32,Female,Engineering,Manager,PhD,4.067802259888527,92714.00787141612,2,4,2,24.944264826378163,Yes,0,2,1
339,38,Female,Marketing,Lead,High School,0.8397830813919893,80594.68416394609,4,2,4,26.687694508155783,No,1,4,0
340,30,Male,Marketing,Junior,Master,2.7339776116277164,70050.85610923677,4,4,2,3.1532214468105457,No,0,4,0
341,28,Male,Sales,Junior,High School,1.4588995768575608,47544.0280788416,3,4,4,5.1141845657323675,No,0,3,0
342,36,Male,HR,Manager,Master,5.789048928829271,70777.66691530199,4,4,1,20.432709232298116,No,1,4,0
343,36,Female,HR,Lead,Master,9.135732372017547,81515.69644000065,3,3,3,4.4497830990953355,No,1,2,1
344,30,Female,HR,Junior,PhD,6.451259306135098,82466.36120648726,4,3,4,9.169235143725404,No,0,2,0
345,31,Male,Operations,Junior,Bachelor,0.946681240516067,79022.10957479423,3,4,4,1.2562502449959199,No,0,3,0
346,36,Female,R&D,Lead,PhD,0.6476208830140078,51935.183329311796,2,1,1,0.5792045623830134,No,0,3,0
347,23,Male,R&D,Senior,High School,1.9298436065484967,30000.0,5,4,1,5.310181091836665,Yes,0,2,0
348,23,Female,Sales,Junior,High School,0.02208353384636294,119990.46900129833,3,4,3,8.64924205075867,Yes,1,2,1
349,29,Male,HR,Mid-Level,Master,0.07844489781921944,42259.07814728672,4,3,1,4.987309161075694,No,0,6,0
350,33,Female,Operations,Lead,Master,2.417541289018396,30000.0,3,4,1,8.62124023828531,No,0,2,0
351,37,Male,Marketing,Junior,Bachelor,2.2047176169653886,78262.89032510239,4,2,2,7.2378037466766525,Yes,1,4,0
352,46,Female,Engineering,Manager,PhD,15.654079534679216,32287.03741923198,4,3,3,11.57430336671515,No,1,2,0
353,41,Female,Operations,Director,High School,0.6763454996191859,54880.03128562787,1,5,3,10.484871047924374,Yes,1,4,0
354,33,Female,R&D,Mid-Level,Master,0.8956383356368529,88721.26064522071,4,5,1,5.520742773592641,Yes,0,3,0
355,34,Male,R&D,Director,Bachelor,0.36156000103968333,119317.18171185115,4,3,1,5.533769606883726,No,0,0,0
356,26,Male,Marketing,Director,High School,7.4864353521512506,84687.79520680942,4,5,2,1.5172834606232026,No,0,4,0
357,34,Male,Marketing,Junior,Master,4.512684024541891,64021.01822807799,4,3,3,7.199811570320552,No,0,2,0
358,32,Male,Engineering,Mid-Level,High School,5.183635998853347,73714.51113982896,4,3,1,8.84741504406202,No,0,2,0
359,37,Male,Marketing,Mid-Level,Bachelor,6.991836255271412,30000.0,1,3,2,6.471979954933115,No,0,3,0
360,28,Female,Sales,Senior,Bachelor,2.2326898285486205,63731.19727087125,3,5,4,3.9409104137728983,No,0,6,0
361,39,Male,Engineering,Director,High School,1.8000263891962112,63755.45990182639,4,2,4,12.788707344461807,Yes,1,5,0
362,47,Male,Marketing,Mid-Level,PhD,1.2031860792409592,78833.2165534295,4,4,4,0.775958187816769,No,0,5,0
363,34,Male,Finance,Senior,High School,2.6690531306883876,123554.74031734427,1,4,3,24.585417163533254,Yes,1,0,0
364,38,Male,Operations,Lead,Master,1.8169389525085329,30000.0,4,4,2,0.20859493919723282,No,0,4,0
365,40,Female,Marketing,Senior,PhD,1.8020627427073754,64808.05971063783,4,3,3,32.794258689198834,Yes,1,4,0
366,31,Male,Sales,Manager,Master,8.290428562456626,30000.0,3,3,2,6.205579056362302,No,0,3,0
367,36,Female,HR,Junior,High School,12.411414424453534,62415.8976687373,3,2,3,5.3216834119842105,Yes,1,4,0
368,35,Male,Marketing,Lead,PhD,4.776037698391404,53384.946472050164,4,4,2,2.9631121996923246,No,0,2,0
369,35,Female,R&D,Lead,Master,4.241096452347879,37641.342312465,3,4,3,0.10122191801020797,No,0,2,0
370,28,Female,R&D,Manager,High School,3.4235401851990797,97827.30076324448,4,4,3,3.2129437551118696,No,1,1,0
371,35,Male,R&D,Senior,High School,0.5448348949520075,81391.19259626073,4,4,1,1.1585980239852907,Yes,0,5,0
372,38,Female,HR,Junior,PhD,0.1827738044586605,94896.39074135115,3,2,3,10.78282866897786,Yes,0,2,0
373,46,Male,R&D,Senior,High School,3.5205860474636976,61708.65438331264,3,4,1,3.8430307040668827,Yes,1,0,1
374,42,Female,Finance,Mid-Level,Bachelor,3.9145437639527634,73232.08810549793,3,4,2,14.57486771550025,No,1,3,0
375,52,Male,Marketing,Senior,Master,0.1443361044125389,114866.01603040786,4,2,1,2.318263723219551,No,0,3,0
376,28,Female,R&D,Lead,Master,7.895424514714294,74931.99512227219,4,3,2,23.04936429541522,Yes,0,4,0
377,41,Female,Engineering,Junior,High School,0.28669474690766183,95198.91372898604,3,4,1,7.402000364459767,Yes,0,2,0
378,36,Female,HR,Senior,High School,1.010199053704136,59563.59243208177,4,4,4,1.2160981949009249,No,0,4,0
379,52,Female,Finance,Junior,Bachelor,3.34779249307097,92900.4335841065,3,3,2,5.122353430425816,Yes,1,4,0
380,28,Male,Engineering,Junior,PhD,0.5585282677620741,61277.01600486746,3,4,2,2.3163011563458857,Yes,0,0,0
381,28,Male,Engineering,Mid-Level,High School,0.17103162584303086,30000.0,1,1,2,2.227504113140918,Yes,0,1,1
382,30,Male,Engineering,Mid-Level,High School,1.206570630573673,74810.42780197396,1,1,3,7.0596849881368,Yes,1,4,0
383,18,Male,Engineering,Lead,High School,4.356938088072169,63242.42143490095,3,4,3,11.144125041583951,Yes,0,1,0
384,30,Female,Marketing,Manager,High School,1.6016619309181692,34380.46601506844,3,4,3,24.260892751569585,Yes,0,3,0
385,28,Male,R&D,Junior,Master,3.175057401697203,79787.32129182934,4,4,3,6.974805777050131,No,0,2,0
386,36,Female,Operations,Manager,High School,2.599782202016341,52661.83787616696,4,3,4,33.766640517565044,No,0,3,0
387,37,Female,Marketing,Lead,Master,0.06740709197479114,152316.03196156706,3,1,3,28.41036349371491,No,0,0,1
388,50,Female,Marketing,Junior,High School,13.406674311912283,38388.944164658315,3,3,3,20.029437929163834,No,0,0,0
389,42,Male,Finance,Junior,PhD,0.12693208381422885,44676.876438746505,3,1,2,6.931017115185149,Yes,0,4,1
390,30,Female,Finance,Director,Bachelor,10.307621550556433,96738.77766619477,3,1,3,1.518745398363631,No,0,1,0
391,27,Female,R&D,Manager,PhD,2.394617747703418,71674.45298399778,4,3,3,2.457783845365171,No,0,2,0
392,38,Male,Operations,Senior,High School,9.903433974602175,96230.05773155545,3,3,3,10.431870502599597,No,0,1,0
393,24,Female,Finance,Mid-Level,High School,0.3656677619522517,84509.77634744752,3,3,3,5.4775759059111255,Yes,0,5,1
394,49,Female,R&D,Senior,High School,2.022437676782774,60442.32180172045,2,4,3,1.587632048973147,No,0,1,0
395,44,Male,R&D,Manager,PhD,0.5571968307958952,40522.6901730092,1,1,3,6.519935936100131,Yes,0,3,0
396,31,Male,Sales,Mid-Level,High School,0.15696002284996213,101777.0770182008,3,2,1,0.17584246136283155,No,0,2,0
397,21,Male,Operations,Senior,PhD,2.8833082392678566,42788.74536026751,4,4,1,13.238657050565802,No,0,3,0
398,45,Male,Finance,Director,Master,0.6987613985068103,88972.64902910402,3,2,2,0.7642898075422613,No,0,1,0
399,34,Male,Operations,Mid-Level,Bachelor,2.6579904221856867,97974.96893142122,4,4,4,9.918595164121655,No,1,5,0
400,44,Male,Marketing,Junior,Bachelor,0.35758221868189505,71827.05489925099,4,1,3,15.750862822493456,No,0,1,1
401,22,Male,Marketing,Senior,PhD,1.2103405599129418,67396.31160780492,4,3,3,1.4230563043033204,No,1,3,0
402,30,Male,Operations,Mid-Level,Master,4.564728364678801,50406.847383474495,4,2,3,7.31137128001471,Yes,1,4,0
403,35,Female,Sales,Director,PhD,1.723701504213619,86568.56791760755,4,2,3,15.098981189766675,No,0,4,0
404,35,Male,Sales,Mid-Level,Master,2.9645318706804424,30000.0,1,4,4,3.019614793201088,Yes,0,1,0
405,31,Female,Operations,Mid-Level,High School,3.127756040440838,92893.15847642026,4,5,3,1.7783156351905858,No,1,4,0
406,39,Male,Finance,Director,Master,5.568990817216094,77986.90852439286,4,1,3,4.107074918721734,Yes,0,1,1
407,26,Male,HR,Senior,Master,1.178784647980558,69429.60750700794,1,3,3,8.090052175282219,No,1,2,0
408,33,Male,Sales,Lead,Master,3.487490471895308,81057.55686659619,4,4,2,8.563241967957754,No,0,3,0
409,35,Male,Engineering,Senior,Bachelor,9.780328637890326,40661.09020169678,4,3,3,1.402698548171878,No,0,5,0
410,39,Male,Marketing,Manager,Master,3.9307048941170972,30000.0,4,4,2,6.116941097758302,No,0,3,0
411,40,Female,Operations,Director,High School,2.019271854863616,86714.37674884904,1,2,1,3.1236035238216555,Yes,0,5,1
412,26,Male,Engineering,Senior,High School,2.9885795846442282,107913.65430461723,1,5,3,18.453135365956737,No,0,1,0
413,22,Female,Operations,Mid-Level,High School,4.037564301347188,31514.950701581576,3,3,3,3.7625850195421267,Yes,0,2,0
414,45,Female,R&D,Director,Master,2.8423827851282324,48687.99807508968,3,3,4,18.245173446712982,No,1,2,0
415,37,Male,Marketing,Junior,PhD,0.05044926064115239,93808.12232568592,4,4,2,5.596038600596963,No,1,4,0
416,29,Male,Marketing,Senior,PhD,0.6498950154235861,83972.24399867131,4,4,2,12.9676729250129,No,0,1,0
417,47,Female,Sales,Director,High School,4.989595648030039,149077.7114076677,3,3,2,7.134728108283928,No,1,2,0
418,35,Male,Sales,Senior,Bachelor,0.9550451301695106,101891.43672064746,4,4,1,9.72762210290273,Yes,1,1,1
419,44,Male,Engineering,Director,PhD,3.945407248710424,95885.61179732622,3,4,2,5.031162687925921,No,1,2,0
420,35,Female,R&D,Mid-Level,Master,1.3962196691467577,55905.28250012794,2,2,2,14.619095452563462,No,0,4,0
421,51,Male,Operations,Junior,PhD,2.2137077533934373,88120.14490976706,4,4,1,5.5371465517340255,No,1,1,0
422,49,Female,R&D,Junior,High School,0.21118144933337135,112385.34156188424,4,2,2,6.1149649852882,Yes,0,8,0
423,33,Female,Marketing,Manager,Bachelor,0.5998399301356785,70890.23087317737,4,4,2,7.2914472363163005,No,0,6,0
424,42,Male,Engineering,Director,PhD,9.453438699295933,72069.6356565717,4,5,3,17.827449328423974,Yes,1,4,0
425,40,Male,HR,Senior,PhD,6.625592198210054,78533.83816517332,4,3,1,10.769846471400275,No,0,4,0
426,45,Male,Engineering,Junior,High School,3.1690309812493553,58387.53296319413,4,3,3,4.294920366601685,Yes,0,2,0
427,27,Male,Finance,Junior,Bachelor,1.8465846087664128,81724.08785308285,3,1,3,11.096316817287713,No,1,3,0
428,40,Male,Engineering,Lead,Bachelor,3.3788258524011434,81099.30345689203,4,1,2,10.284145477519536,Yes,0,5,0
429,43,Female,R&D,Lead,High School,2.89180069005936,111999.66032951642,5,5,4,26.739281739887375,No,1,3,0
430,20,Male,Finance,Junior,Master,2.5218266340132907,70265.18893723242,4,2,3,18.41473607089444,Yes,1,3,0
431,25,Male,Finance,Director,PhD,0.18300099372418746,91868.21365158766,2,3,3,10.425540971460316,No,0,1,0
432,18,Female,Finance,Manager,Master,3.0055671897171052,71010.86795019872,4,4,1,4.178015561624088,No,0,3,0
433,32,Female,HR,Junior,PhD,4.394974502853218,90993.9860445561,4,4,3,15.122043510657834,No,1,3,0
434,40,Female,Engineering,Mid-Level,PhD,15.389095110287103,68748.53860520256,3,3,3,8.56156331520867,Yes,0,3,0
435,47,Male,R&D,Senior,Master,0.03342113039185979,89336.82467363015,5,4,2,42.17868240694048,No,1,3,1
436,35,Female,Engineering,Manager,High School,3.9299278382786085,93205.8957272112,3,4,2,2.8436242667108043,Yes,1,2,1
437,48,Male,HR,Mid-Level,High School,2.5444198560924702,48333.59667355477,3,5,2,0.8300759294706497,Yes,0,3,0
438,23,Male,Marketing,Manager,PhD,1.707760166750298,102559.38551676502,5,4,3,0.7245436829751472,No,0,3,0
439,21,Male,Sales,Mid-Level,High School,0.4094191723449796,70838.06532629946,4,4,2,10.217356631828832,Yes,1,5,0
440,34,Female,R&D,Senior,PhD,1.5782500424407182,63255.08263434627,2,1,3,28.01156588082927,Yes,0,1,1
441,38,Male,R&D,Senior,High School,1.3126194609366713,57249.79720824945,4,1,1,0.01933782844897895,No,0,3,0
442,34,Male,Engineering,Lead,PhD,1.082177508829085,82455.00695245602,4,4,3,12.937919264646439,No,1,5,0
443,18,Male,Sales,Director,High School,3.9377895076011846,74884.45777741194,2,5,2,10.702148864146277,No,1,2,0
444,34,Male,Operations,Mid-Level,Bachelor,3.6191824130095203,84270.17963854215,5,4,2,13.17903988718406,Yes,0,2,0
445,24,Female,Operations,Lead,Master,2.6676328465378747,84755.51960796198,4,5,3,4.391336974149651,Yes,0,2,0
446,40,Female,HR,Mid-Level,Bachelor,8.37420477736492,90214.61613375446,4,3,1,17.175602643299307,No,0,3,0
447,37,Female,Operations,Lead,Master,1.2916767505350362,144407.10290382645,4,4,1,0.4573710748342591,Yes,1,1,0
448,27,Male,R&D,Senior,Master,0.8383558498781969,75992.29393329627,4,4,2,14.082582127176186,No,1,2,0
449,30,Male,Operations,Manager,PhD,3.2004977835783865,56635.66533568567,3,4,3,3.1070772836385228,Yes,1,1,0
450,26,Male,Marketing,Lead,Master,0.6649866755743723,30000.0,3,3,4,6.478636810979459,No,0,2,1
451,34,Male,Marketing,Mid-Level,Bachelor,1.1350553393743776,45117.08004523534,4,3,3,17.29552692002957,No,1,2,0
452,42,Male,Marketing,Mid-Level,Bachelor,0.7631382018293894,105883.71626882277,4,4,2,3.1657417198480324,No,1,2,0
453,27,Female,Operations,Director,High School,0.2149828935749245,92998.11266932767,1,3,1,2.0482181367528725,Yes,0,3,0
454,39,Male,HR,Senior,Bachelor,5.272052243015006,41250.34883712516,4,5,3,11.435464307017574,No,0,2,0
455,30,Male,Finance,Mid-Level,High School,0.8812635893587311,136605.3110249805,4,2,3,7.62271971119559,Yes,1,1,0
456,28,Male,Finance,Junior,Master,1.9218207609279685,83169.11194153772,3,4,2,7.223780062088329,No,0,4,0
457,34,Male,Sales,Manager,Bachelor,0.13284414283016516,86507.91799700848,1,4,1,2.9674907447914385,No,0,3,0
458,26,Male,Finance,Lead,Master,3.60532033659517,131105.629498402,3,4,2,0.35503149915247306,Yes,0,3,0
459,30,Female,Finance,Director,Bachelor,1.203945702653294,118486.39302070532,4,3,3,5.280890128219632,No,0,1,0
460,25,Female,Marketing,Manager,Bachelor,4.0963794796132955,94528.43689580401,2,5,2,1.126755167919089,No,0,7,0
461,50,Female,Marketing,Senior,High School,1.5951421293493357,95730.34852065638,3,4,3,23.64345084746841,No,0,5,0
462,35,Male,Operations,Director,Master,0.6535562515830945,98069.62740427167,4,3,2,0.4212526368975595,No,1,1,0
463,29,Male,Sales,Lead,Bachelor,2.1595521972365916,68975.8217071996,4,4,1,5.65019355770194,No,1,5,0
464,36,Male,Engineering,Lead,PhD,0.419526567533709,82169.82243860493,3,3,2,0.5365986482427614,No,1,3,0
465,34,Male,R&D,Junior,Master,1.7423452335482454,89358.01235186782,3,3,2,1.0042148230478842,No,0,7,0
466,33,Female,Sales,Senior,Master,1.1451233332904927,71830.4351405397,4,3,1,10.754818720278053,No,1,2,0
467,39,Male,Sales,Director,Master,7.289877898432842,50864.51225711117,5,4,1,10.416024586261214,Yes,1,2,0
468,41,Male,HR,Director,High School,0.18859168183249841,68346.7399672833,4,3,1,0.33610761076028073,No,0,2,0
469,30,Male,Operations,Mid-Level,PhD,3.55268126247426,50301.684802351985,4,4,1,0.011321157221066004,No,0,3,0
470,30,Male,HR,Junior,Master,0.6054349802983983,76609.31427180576,3,3,2,0.8209773480911586,No,0,3,0
471,32,Female,Sales,Junior,Bachelor,1.1527774904097934,30488.57119983717,3,3,4,14.396904868533584,No,1,2,0
